"quant","dc_0","dc_0_pdf","ell_1e","ell_1e_pdf","ell_1as","ell_1as_pdf","omega_1e","omega_1e_pdf","omega_1as","omega_1as_pdf","omega_1bs","omega_1bs_pdf","phi_0","phi_0_pdf","tau_0","tau_0_pdf"
0,-3.15194408678098,2.5660356496988e-22,6.82971926005769,0.00148869898216419,35.2760542072179,9.6127778162105e-05,0.230963827734488,0.146121711702,0.209480765587273,0.0300058038530251,0.340606935471177,0.11736885111757,0.550392624379652,1.98153253615731,0.302929108648717,0.534168502462228
0.01,-0.901256325791462,0.0701140124933255,8.06800960421403,0.0201614975891809,58.2702232766389,0.000931825164450309,0.24253004962728,2.35425091498899,0.273344798807647,0.374416049949005,0.355498596495288,1.82052138570885,0.551266405500217,30.8990465204401,0.306184425457425,8.25647862029903
0.02,-0.816730568467558,0.132020113692525,8.44163653307854,0.0341731100907632,66.7229153141078,0.0014457922931383,0.245708143359605,4.00562102289893,0.293795930158394,0.615839341264996,0.359568121909966,3.17392518298747,0.551504596152418,54.7822021576313,0.307076933253715,14.6027827314626
0.03,-0.769618113131312,0.190572501700695,8.69045238516668,0.0465350703136823,72.7820583496835,0.00185615150636986,0.247857544820863,5.29830578304864,0.307697559918963,0.827878612107883,0.362242783590992,4.3311874248651,0.551657776271249,76.569051055146,0.307652013673469,20.3804598795804
0.04,-0.722505657795065,0.249124889708866,8.88239277102677,0.057778939928194,77.7048305744472,0.00220360458060836,0.249572310672569,6.34985516183563,0.318530502839388,1.0198069164737,0.364309175462392,5.35840145375924,0.5517733241504,96.8777570665837,0.308086361535782,25.7583331419012
0.05,-0.675393202458819,0.307677277717036,9.04128717244966,0.0680741651648179,81.9484156161841,0.00250414361828511,0.251039545025778,7.27158989892513,0.327561729328863,1.1938782176433,0.366025072933547,6.30152701005117,0.551867356555574,115.91430411912,0.308440176390163,30.7929215480741
0.06,-0.638395208261294,0.362172275213121,9.17858578996477,0.0774771933648749,85.7385603889864,0.00276553844013204,0.252335852323655,8.14648901060399,0.335414859699276,1.35019113215516,0.367507242009694,7.19236112526161,0.551947442544736,133.748629915405,0.308741760843952,35.5038185707051
0.07,-0.616497230343453,0.410609939357954,9.30074551257875,0.0860776813664355,89.2064693087035,0.0029938167030095,0.253502522050993,8.97908909051197,0.342447289363944,1.49030725767581,0.368820098628374,8.03652625555784,0.552017759794411,150.473712028811,0.309006747250616,39.9168680855461
0.08,-0.594599252425613,0.459047603502787,9.41169205488669,0.0939804738683991,92.4340898583256,0.00319433755304885,0.254568499410142,9.75950848606246,0.348876527896855,1.6164705239067,0.370004860700955,8.83421505355044,0.552080857870601,166.207557900248,0.309244679231472,44.0642996476355
0.09,-0.572701274507772,0.50748526764762,9.51398839780017,0.101304643716949,95.4759319099053,0.00337222276698832,0.255555316018345,10.4776812355379,0.354842877118443,1.73151773048649,0.371089852978459,9.5855984450575,0.552138389497662,181.088759065393,0.309461744781301,47.9835138700817
0.1,-0.550803296589931,0.555922931792453,9.6093514234274,0.108181988656153,98.3690376414396,0.00353246297757776,0.256479718627429,11.1225803331321,0.360438308393364,1.83878005119775,0.372095235371171,10.290814455104,0.552191473379269,195.27772533934,0.30966213327965,51.7174952774496
0.11,-0.531828407002788,0.600412070741024,9.69897462518053,0.114718922160079,101.139157151593,0.00367893364423282,0.257355091573374,11.6847975642557,0.365723816718614,1.94085905760557,0.373035926550372,10.950830113654,0.552240902129685,208.912111035962,0.309848812839616,55.3031939063442
0.12,-0.516911331834514,0.639419889708124,9.78374449959563,0.120935312780809,103.805584696807,0.00381296347868609,0.258192163421087,12.1666645357355,0.370744502745219,2.03807367427487,0.373923232825066,11.5686457450901,0.552287261303611,222.0141602706,0.310023976252615,58.7467806034714
0.13,-0.501994256666239,0.678427708675224,9.86436602064618,0.126835178832646,106.383748871103,0.00393533090977176,0.258999141176821,12.5743886079679,0.375536713442147,2.13033532187364,0.374765747822777,12.1475207297065,0.552331011484293,234.585852151356,0.310189349275677,62.0489208491718
0.14,-0.487077181497964,0.717435527642324,9.94141476510618,0.132421341140252,108.886458521681,0.00404668164611397,0.259782440949159,12.9158550067036,0.380131113291578,2.21751330345377,0.37557019350268,12.6907817020191,0.552372522986963,246.631761484503,0.310346320124321,65.2109864011258
0.15,-0.472160106329689,0.756443346609424,10.015363337809,0.137695132813276,111.324326320174,0.00414752089800161,0.260547002525874,13.2002541017444,0.384553352653203,2.2994090799547,0.376341895135834,13.2018488952077,0.552412094217358,258.158178942983,0.310496007885068,68.2348231176658
0.16,-0.458723858175079,0.791909274335331,10.086611331528,0.142661901931449,113.706508030031,0.00423838073792885,0.261296658343788,13.4359945446046,0.388825771041595,2.37592140274209,0.377085084716888,13.6834664348854,0.552449973474535,269.177176785133,0.310639344016646,71.1237988063578
0.17,-0.446851004382026,0.82363582349464,10.1554890307988,0.147337583728268,116.040688344368,0.00431997964369088,0.262034534971707,13.6253172931741,0.392967122660835,2.4473556103695,0.377803308965521,14.1363967201003,0.552486365203347,279.708352401216,0.310777095671081,73.8832083093538
0.18,-0.434978150588974,0.85536237265395,10.2222770232915,0.151740646930148,118.333466437262,0.00439307269334671,0.262763444896182,13.7690159058561,0.396993162403262,2.51411664076457,0.37849956328944,14.561090033401,0.552521440244862,289.7730344764,0.31090990410814,76.5187779452633
0.19,-0.423105296795921,0.887088921813259,10.2872075746031,0.15588932146008,120.590406897377,0.00445838833999186,0.263485959924883,13.8677346238627,0.400916994753057,2.57662289938445,0.379176429511945,14.9581131157872,0.552555343651326,299.393735287493,0.311038313951683,79.0365287506607
0.2,-0.411232443002868,0.918815470972569,10.3504809860644,0.15980273405007,122.816302387623,0.00451665298597314,0.264204497766195,13.9220930360621,0.40474961976046,2.63530933428355,0.379836157214021,15.3281699157348,0.552588197011653,308.593162632788,0.311162781868374,81.4425148852143
0.21,-0.400295044607189,0.947166955286187,10.4122650055379,0.163496425957958,125.015236391743,0.00456847401985867,0.264921342994693,13.9341818868815,0.40850028481872,2.6905446762772,0.380480683902698,15.6719789139985,0.552620105976515,317.39150721815,0.311283704735641,83.7421782193675
0.22,-0.39010706395338,0.972814587035137,10.4727080669549,0.166977588363765,127.190823823128,0.00461419350920946,0.265638481641416,13.9123160089264,0.412176960653308,2.74246499232108,0.38111173799721,15.9902095880512,0.552651161212575,325.79809190579,0.311401423093274,85.9382106348364
0.23,-0.379919083299571,0.998462218784087,10.5319399104737,0.170251759922666,129.346319420999,0.00465410098203311,0.266357416883517,13.8662740756665,0.415786799711493,2.79116069818069,0.381730833417035,16.2834943430794,0.552681442780909,333.820597709911,0.31151623752288,88.0328191124024
0.24,-0.369731102645761,1.02410985053304,10.5900778076947,0.173324878359421,131.484684889065,0.00468847877509871,0.267079157406003,13.8059390142676,0.419336166464166,2.8367167483845,0.382339327084104,16.5525060100641,0.552711021870053,341.467031218085,0.31162841529993,90.0282229104178
0.25,-0.359543121991952,1.04975748228199,10.6472256294599,0.176202793086773,133.608623444681,0.00471760236758247,0.267804219775158,13.7412215303657,0.422830872575282,2.87921997036449,0.382938437190119,16.7979508556273,0.552739961004743,348.745111617914,0.31173819120394,91.9264944958856
0.26,-0.350012032693629,1.07202207392649,10.7034778286935,0.178891256102787,135.720611933559,0.00474173146784012,0.268532626408699,13.680060619383,0.426276115727069,2.91874939529018,0.383529254758395,17.020409560474,0.552768317150539,355.662445590579,0.311845779284671,93.7295926897341
0.27,-0.340862095397349,1.09232370396702,10.7589192622846,0.181394673151938,137.822942701319,0.0047610938103153,0.269264196643245,13.6222882627335,0.429676709878055,2.95538522074361,0.384112790352065,17.2201339392412,0.552796140699659,362.223214141165,0.311951369119494,95.4385024461794
0.28,-0.33171215810107,1.11262533400756,10.8136280179816,0.183717326643733,139.917747906819,0.00477589589662815,0.269998836152711,13.5655754355254,0.433036982263227,2.9892087941724,0.384689969713957,17.3972994510257,0.552823478036592,368.431776671582,0.312055135378284,97.0543344125978
0.29,-0.322562220804791,1.13292696404809,10.8676752115348,0.185863324944053,142.007031281543,0.00478633278701957,0.270736577365353,13.507630466666,0.436360973267519,3.02031461172938,0.385261667685238,17.5521567284786,0.552850371117152,374.292645376736,0.312157236171465,98.5783485142663
0.3,-0.313412283508511,1.15322859408862,10.9211267347807,0.187836857232884,144.092680164487,0.00479258409090497,0.271477575310436,13.4462024114228,0.439652315642279,3.04879863852265,0.385828697891822,17.6849646686304,0.552876858318484,379.810722868469,0.312257816057147,100.01201028744
0.31,-0.304745450158077,1.17001592601463,10.9740431010179,0.189642889079144,146.176485857763,0.00479484471773467,0.272222107927543,13.379551361294,0.442914410316846,3.07477829408865,0.386391830901968,17.7960799744955,0.552902975080472,384.992653095852,0.312357008425515,101.35731843132
0.32,-0.296267152134078,1.18543177391964,11.0264801188783,0.191289000524773,148.260131202745,0.00479336378506589,0.272970502533331,13.3078998889597,0.446150296820374,3.09838361544552,0.38695179263643,17.8859747724987,0.552928753381882,389.848426132985,0.312454933478843,102.617061297191
0.33,-0.287788854110079,1.20084762182464,11.0784885702586,0.192782359665388,150.345189768323,0.00478838260510617,0.273723062135587,13.2319562446415,0.449362809760063,3.11973234102218,0.387509271263171,17.9550215039843,0.552954222997471,394.388753593261,0.312551703110541,103.794118075566
0.34,-0.279310556086079,1.21626346972965,11.1301153830449,0.194129310018594,152.433143541186,0.00478011533809135,0.274480061305671,13.1523914027367,0.452554512271489,3.13891621571885,0.388064929076504,18.0034710020983,0.552979410698916,398.623068033885,0.312647417968712,104.890954930525
0.35,-0.27083225806208,1.23167931763466,11.1814038244134,0.195335302256953,154.525394397939,0.00476875799940023,0.275241742051962,13.0698583548502,0.455727833835065,3.15601268528003,0.388619408415284,18.0314137781392,0.553004341596295,402.560699939092,0.312742172516547,105.909934209432
0.36,-0.262698015101886,1.24345997338856,11.2323946867848,0.196401415525544,156.623295434817,0.00475439057784429,0.276008323877058,12.9848127575569,0.458885032573861,3.17103238267038,0.389173341107533,18.0392105265165,0.553029038741118,406.201975919657,0.312836053657579,106.851052454113
0.37,-0.254654276064353,1.25428438933113,11.2831285338134,0.197317601319443,158.728244984883,0.0047368328931711,0.276780022798253,12.8969400075401,0.462028389577817,3.18386824318627,0.389727321676425,18.0287157237769,0.553053524908639,409.525082465503,0.312929147298484,107.708667698528
0.38,-0.246610537026821,1.2651088052737,11.3336474018677,0.198076258844102,160.841751860734,0.00471596325924051,0.277557097379555,12.8058004629307,0.465160198915919,3.19444435812008,0.390281870828494,18.0027123359361,0.553077823054268,412.512055072937,0.313021540046197,108.478189849184
0.39,-0.238566797989288,1.27593322121627,11.3839933407714,0.198675505141454,162.96537781426,0.00469179817864625,0.278339827515995,12.7111011333875,0.468282766025935,3.20276117178131,0.390837421589939,17.9643290672354,0.553101955854465,415.155393764667,0.313113317413731,109.157748563784
0.4,-0.230523058951755,1.28675763715883,11.4342074531844,0.199119041781816,165.100700262282,0.00466447341590562,0.279128529299964,12.6126931304077,0.471398305694913,3.20888114512534,0.39139430992293,17.9168278758941,0.553125945369172,417.457846960476,0.313204562602029,109.748146077428
0.41,-0.222705336457391,1.29378907179145,11.4843282867282,0.19941909393159,167.249240254242,0.00463432333815079,0.279923522114145,12.5106945902139,0.474508912985858,3.21298130074956,0.39195278138708,17.8629960669906,0.553149812202905,419.439830054741,0.313295353303209,110.254774085965
0.42,-0.214923820918897,1.30021288582701,11.5343892818724,0.199598905753584,169.412354922354,0.00460191112822948,0.280725125436094,12.4056813568678,0.477616397013948,3.21537842361235,0.392513020125115,17.8040242919423,0.553173574500025,421.148370742539,0.313385757939168,110.689943212894
0.43,-0.207142305380403,1.30663669986256,11.5844186310137,0.199672937725807,171.591219519392,0.00456759670591407,0.281533628053572,12.2980704332526,0.480722299632972,3.21627805575454,0.393075194321074,17.7402504081171,0.553197247454077,422.613345675004,0.31347583381161,111.061510704232
0.44,-0.199360789841909,1.31306051389812,11.6344421258371,0.199645460551745,173.786945321413,0.00453150386946773,0.282349319721887,12.1879947881969,0.483828026298427,3.21574078830562,0.393639470781282,17.6714985628365,0.55322084507835,423.842363872878,0.313565633715603,111.371541836291
0.45,-0.191579274303415,1.31948432793367,11.6844859620171,0.199507735271437,176.000690980004,0.00449347495468078,0.283172499414451,12.0752539561209,0.486935000431738,3.21365431822187,0.394206038479527,17.5968091882747,0.553244381297534,424.81367867845,0.313655210099174,111.614503154319
0.46,-0.183906178009249,1.32289307827312,11.7345812296653,0.199228303872702,178.233860063993,0.00445285992695643,0.284003514231574,11.9590423903689,0.490044900763333,3.20960388148093,0.394775142637541,17.5138263839013,0.553267872437345,425.455429397694,0.31374462435741,111.771794304987
0.47,-0.17624088067965,1.32608494483812,11.7847684511809,0.198776743148598,180.488304266085,0.00440905519539661,0.284842797548758,11.8384564046595,0.493159846888253,3.20324599611236,0.395347114541556,17.4207696771921,0.553291338971342,425.704160171736,0.313833953743259,111.826300391551
0.48,-0.168589626064859,1.32828906365276,11.8350882385442,0.198191397913779,182.765924269994,0.00436294486127681,0.285690811057797,11.7143103360385,0.496281920758472,3.19512937075306,0.395922288954605,17.3200710511393,0.553314800852875,425.653014174986,0.313923274366398,111.801031501743
0.49,-0.160954602580728,1.3293515041656,11.8855691000906,0.197509547554419,185.068137612573,0.00431534431560428,0.286547954363595,11.587651089579,0.499412564757996,3.1856976580825,0.396500905349793,17.2139965719332,0.553338271126987,425.399271345365,0.314012637050778,111.721006906483
0.5,-0.153319579096264,1.3304138981729,11.9362387750088,0.196712199308377,187.396370041452,0.00426585779476929,0.287414624327279,11.4579551254175,0.502553260036211,3.1746570916149,0.39708320896324,17.1011448765756,0.553361761654374,424.911963591328,0.31410208798093,111.578711226819
0.51,-0.145684540456763,1.32935133983819,11.9871315931949,0.195782033923708,189.752402574969,0.00421413326412729,0.28829130372502,11.3246590498752,0.505705810310534,3.16178955056325,0.397669504107162,16.9803686600478,0.553385286510562,424.158182952962,0.314191681319529,111.366065564229
0.52,-0.138049501817262,1.32828878150348,12.0382821592273,0.194738184788234,192.138076016544,0.0041605455759686,0.289178486045112,11.1882459742391,0.508871985484011,3.14748243138103,0.398260107712028,16.8528269251956,0.553408859936012,423.170775455736,0.314281471596738,111.091903233035
0.53,-0.130398394701596,1.32609471117963,12.0897202352449,0.193601676480573,194.555132900479,0.0041054727161622,0.290076660657738,11.0493349476292,0.512053110008921,3.13217144814171,0.398855297252145,16.719747228138,0.553432493968817,421.988077148927,0.314371504897277,110.766295419327
0.54,-0.122733123450716,1.3229032289888,12.1414762378722,0.192341858921468,197.005411781971,0.00404819920800154,0.290986322215143,10.9070141863062,0.515250576912381,3.11515048095881,0.399455368302294,16.5790730319924,0.553456201036382,420.546110062251,0.31446182898325,110.372092450679
